Subject,Predicate,Object,Evidence
a(CHEBI:18243 ! dopamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Dopamine inhibits SARS-CoV-2.
a(CHEBI:73410 ! nisoxetine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Nisoxetine inhibits SARS Virus.
a(CHEBI:18357 ! "(R)-noradrenaline"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),(R)-noradrenaline inhibits SARS Virus.
a(CHEBI:18357 ! "(R)-noradrenaline"),decreases,bp(MESH:D013577 ! Syndrome),(R)-noradrenaline inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:18357 ! "(R)-noradrenaline"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),(R)-noradrenaline inhibits SARS-CoV-2.
a(CHEBI:8247 ! pirenzepine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Pirenzepine inhibits SARS Virus.
a(CHEBI:37510 ! anthralin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Anthralin inhibits SARS Virus.
a(CHEBI:22907 ! bleomycin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Bleomycin inhibits SARS Virus.
a(CHEBI:22907 ! bleomycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bleomycin inhibits SARS-CoV-2.
a(CHEBI:3374 ! capsaicin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Capsaicin inhibits SARS Virus.
a(CHEBI:50114 ! estrogen),decreases,bp(MESH:D013577 ! Syndrome),Estrogen inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:50114 ! estrogen),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Estrogen inhibits SARS-CoV-2.
a(CHEBI:17026 ! progesterone),decreases,bp(MESH:D013577 ! Syndrome),Progesterone inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:17026 ! progesterone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Progesterone inhibits SARS-CoV-2.
a(CHEBI:17026 ! progesterone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Progesterone inhibits SARS Virus.
a(CHEBI:22720 ! benzodiazepine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Benzodiazepine inhibits SARS Virus.
a(CHEBI:22720 ! benzodiazepine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Benzodiazepine inhibits SARS-CoV-2.
a(CHEBI:5103 ! flumazenil),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Flumazenil inhibits SARS Virus.
a(CHEBI:34385 ! 4-aminopyridine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),4-aminopyridine inhibits SARS Virus.
a(CHEBI:75984 ! flecainide),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Flecainide inhibits SARS Virus.
a(CHEBI:15939 ! "glycyrrhizinic acid"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Glycyrrhizinic acid inhibits Rift Valley fever virus.
a(CHEBI:15939 ! "glycyrrhizinic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Glycyrrhizinic acid inhibits SARS Virus.
a(CHEBI:15939 ! "glycyrrhizinic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Glycyrrhizinic acid inhibits SARS-CoV-2.
a(CHEBI:50819 ! "ferric oxide"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ferric oxide inhibits SARS Virus.
a(CHEBI:50819 ! "ferric oxide"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ferric oxide inhibits SARS-CoV-2.
a(CHEBI:46345 ! 5-fluorouracil),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),5-fluorouracil inhibits Rift Valley fever virus.
a(CHEBI:46345 ! 5-fluorouracil),decreases,bp(MESH:D013577 ! Syndrome),5-fluorouracil inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:46345 ! 5-fluorouracil),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),5-fluorouracil inhibits SARS Virus.
a(CHEBI:46345 ! 5-fluorouracil),decreases,bp(MESH:C000656484 ! SARS-CoV-2),5-fluorouracil inhibits SARS-CoV-2.
a(CHEBI:3090 ! bicalutamide),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Bicalutamide inhibits SARS Virus.
a(CHEBI:3090 ! bicalutamide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bicalutamide inhibits SARS-CoV-2.
a(CHEBI:27690 ! acetazolamide),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Acetazolamide inhibits SARS Virus.
a(CHEBI:27690 ! acetazolamide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Acetazolamide inhibits SARS-CoV-2.
a(CHEBI:8378 ! prednisolone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Prednisolone inhibits SARS Virus.
a(CHEBI:8378 ! prednisolone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Prednisolone inhibits SARS-CoV-2.
a(CHEBI:364453 ! carprofen),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Carprofen inhibits SARS Virus.
a(CHEBI:364453 ! carprofen),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Carprofen inhibits SARS-CoV-2.
a(CHEBI:63577 ! lamivudine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Lamivudine inhibits SARS Virus.
a(CHEBI:63577 ! lamivudine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Lamivudine inhibits SARS-CoV-2.
a(CHEBI:63577 ! lamivudine),decreases,bp(MESH:D013577 ! Syndrome),Lamivudine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:90284 ! pirazofurin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Pirazofurin inhibits SARS Virus.
a(CHEBI:90284 ! pirazofurin),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Pirazofurin inhibits Rift Valley fever virus.
a(CHEBI:90284 ! pirazofurin),decreases,a(TEXT:"Nipah Virus"),Pirazofurin inhibits Nipah Virus.
a(CHEBI:63598 ! levofloxacin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Levofloxacin inhibits SARS Virus.
a(CHEBI:63598 ! levofloxacin),decreases,a(TEXT:"Zika Virus"),Levofloxacin inhibits Zika Virus.
a(CHEBI:63598 ! levofloxacin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Levofloxacin inhibits SARS-CoV-2.
a(CHEBI:35705 ! "immunosuppressive agent"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Immunosuppressive agent inhibits SARS Virus.
a(CHEBI:35705 ! "immunosuppressive agent"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Immunosuppressive agent inhibits SARS-CoV-2.
a(CHEBI:7986 ! Pentoxifylline),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Pentoxifylline inhibits SARS Virus.
a(CHEBI:7986 ! Pentoxifylline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pentoxifylline inhibits SARS-CoV-2.
a(CHEBI:17296 ! aniline),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Aniline inhibits SARS Virus.
a(CHEBI:4325 ! dapsone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Dapsone inhibits SARS Virus.
a(CHEBI:4325 ! dapsone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Dapsone inhibits SARS-CoV-2.
a(CHEBI:28001 ! vancomycin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Vancomycin inhibits SARS Virus.
a(CHEBI:28001 ! vancomycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Vancomycin inhibits SARS-CoV-2.
a(TEXT:Rupintrivir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Rupintrivir inhibits SARS Virus.
a(TEXT:Rupintrivir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Rupintrivir inhibits SARS-CoV-2.
a(CHEBI:15355 ! acetylcholine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Acetylcholine inhibits SARS Virus.
a(CHEBI:15355 ! acetylcholine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Acetylcholine inhibits SARS-CoV-2.
a(CHEBI:55313 ! alcuronium),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Alcuronium inhibits SARS Virus.
a(CHEBI:23066 ! cephalosporin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Cephalosporin inhibits SARS Virus.
a(CHEBI:23066 ! cephalosporin),decreases,bp(MESH:D013577 ! Syndrome),Cephalosporin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:23066 ! cephalosporin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cephalosporin inhibits SARS-CoV-2.
a(CHEBI:27902 ! tetracycline),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Tetracycline inhibits SARS Virus.
a(CHEBI:27902 ! tetracycline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tetracycline inhibits SARS-CoV-2.
a(CHEBI:46081 ! fluconazole),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Fluconazole inhibits SARS Virus.
a(CHEBI:46081 ! fluconazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fluconazole inhibits SARS-CoV-2.
a(CHEBI:471744 ! imipenem),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Imipenem inhibits SARS Virus.
a(CHEBI:8232 ! piperacillin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Piperacillin inhibits SARS Virus.
a(CHEBI:8232 ! piperacillin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Piperacillin inhibits SARS-CoV-2.
a(CHEBI:8232 ! piperacillin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Piperacillin, Tazobactam Drug Combination inhibits SARS-CoV-2.
a(CHEBI:16092 ! isoquinoline),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Isoquinoline inhibits Rift Valley fever virus.
a(CHEBI:16092 ! isoquinoline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Isoquinoline inhibits SARS-CoV-2.
a(CHEBI:8430 ! procaine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Procaine inhibits SARS Virus.
a(CHEBI:17967 ! urethane),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Urethane inhibits SARS Virus.
a(CHEBI:75095 ! chrysin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Chrysin inhibits SARS Virus.
a(CHEBI:75095 ! chrysin),decreases,a(TEXT:"Zika Virus"),Chrysin inhibits Zika Virus.
a(CHEBI:16684 ! atropine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Atropine inhibits SARS Virus.
a(CHEBI:31821 ! Mequitazine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Mequitazine inhibits SARS Virus.
a(CHEBI:82665 ! "EC 2.7.11.22 (cyclin-dependent kinase) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 2.7.11.22 (cyclin-dependent kinase) inhibitor inhibits SARS Virus.
a(CHEBI:8459 ! promazine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Promazine inhibits SARS Virus.
a(CHEBI:90239 ! tiazofurine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Tiazofurine inhibits SARS Virus.
a(CHEBI:90239 ! tiazofurine),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Tiazofurine inhibits Rift Valley fever virus.
a(CHEBI:23018 ! "EC 4.2.1.1 (carbonic anhydrase) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 4.2.1.1 (carbonic anhydrase) inhibitor inhibits SARS Virus.
a(CHEBI:6456 ! lidocaine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Lidocaine inhibits SARS Virus.
a(CHEBI:6456 ! lidocaine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Lidocaine inhibits SARS-CoV-2.
a(CHEBI:16301 ! nitrite),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Nitrite inhibits SARS Virus.
a(CHEBI:16301 ! nitrite),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nitrite inhibits SARS-CoV-2.
a(CHEBI:28487 ! reserpine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Reserpine inhibits SARS Virus.
a(CHEBI:28545 ! valinomycin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Valinomycin inhibits SARS Virus.
a(CHEBI:28545 ! valinomycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Valinomycin inhibits SARS-CoV-2.
a(CHEBI:50276 ! "EC 5.99.1.2 (DNA topoisomerase) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 5.99.1.2 (DNA topoisomerase) inhibitor inhibits SARS Virus.
a(CHEBI:7596 ! nitroprusside),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Nitroprusside inhibits SARS Virus.
a(CHEBI:77702 ! S-nitroso-N-acetyl-D-penicillamine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),S-nitroso-N-acetyl-D-penicillamine inhibits SARS Virus.
a(CHEBI:87397 ! "aurintricarboxylic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Aurintricarboxylic acid inhibits SARS Virus.
a(CHEBI:17594 ! hydroquinone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Hydroquinone inhibits SARS Virus.
a(CHEBI:17594 ! hydroquinone),decreases,bp(MESH:D013577 ! Syndrome),Hydroquinone inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:17594 ! hydroquinone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hydroquinone inhibits SARS-CoV-2.
a(CHEBI:16204 ! phloroglucinol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Phloroglucinol inhibits SARS Virus.
a(CHEBI:27810 ! resorcinol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Resorcinol inhibits SARS Virus.
a(CHEBI:49886 ! rimantadine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Rimantadine inhibits SARS Virus.
a(CHEBI:49886 ! rimantadine),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Rimantadine inhibits Rift Valley fever virus.
a(CHEBI:8871 ! risperidone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Risperidone inhibits SARS Virus.
a(CHEBI:8871 ! risperidone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Risperidone inhibits SARS-CoV-2.
a(CHEBI:5693 ! hexachlorophene),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Hexachlorophene inhibits SARS Virus.
a(CHEBI:5693 ! hexachlorophene),decreases,bp(MESH:D013577 ! Syndrome),Hexachlorophene inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:5693 ! hexachlorophene),decreases,bp(MESH:D006505 ! Hepatitis),Hexachlorophene inhibits Murine hepatitis virus.
a(CHEBI:9546 ! thimerosal),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Thimerosal inhibits SARS Virus.
a(CHEBI:9546 ! thimerosal),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Thimerosal inhibits SARS-CoV-2.
a(CHEBI:15864 ! luteolin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Luteolin inhibits SARS Virus.
a(CHEBI:15864 ! luteolin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Luteolin inhibits SARS-CoV-2.
a(CHEBI:2453 ! acyclovir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Acyclovir inhibits SARS Virus.
a(CHEBI:2453 ! acyclovir),decreases,a(TEXT:"Zika Virus"),Acyclovir inhibits Zika Virus.
a(CHEBI:2453 ! acyclovir),decreases,bp(MESH:D013577 ! Syndrome),Acyclovir inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:2453 ! acyclovir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Acyclovir inhibits SARS-CoV-2.
a(CHEBI:2453 ! acyclovir),decreases,a(TEXT:"Nipah Virus"),Acyclovir inhibits Nipah Virus.
a(CHEBI:16469 ! 17beta-estradiol),decreases,bp(MESH:D013577 ! Syndrome),Estradiol inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:41774 ! tamoxifen),decreases,bp(MESH:D013577 ! Syndrome),Tamoxifen inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:41774 ! tamoxifen),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Tamoxifen inhibits SARS Virus.
a(CHEBI:41774 ! tamoxifen),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tamoxifen inhibits SARS-CoV-2.
a(CHEBI:164200 ! triclosan),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Triclosan inhibits SARS Virus.
a(CHEBI:28680 ! cytarabine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Cytarabine inhibits SARS Virus.
a(CHEBI:10033 ! warfarin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Warfarin inhibits SARS Virus.
a(CHEBI:10033 ! warfarin),decreases,a(TEXT:"Zika Virus"),Warfarin inhibits Zika Virus.
a(CHEBI:10033 ! warfarin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Warfarin inhibits SARS-CoV-2.
a(CHEBI:61448 ! "isopropyl beta-D-thiogalactopyranoside"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Isopropyl beta-D-thiogalactopyranoside inhibits SARS Virus.
a(CHEBI:61448 ! "isopropyl beta-D-thiogalactopyranoside"),decreases,a(TEXT:"Zika Virus"),Isopropyl beta-D-thiogalactopyranoside inhibits Zika Virus.
a(CHEBI:61448 ! "isopropyl beta-D-thiogalactopyranoside"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Isopropyl beta-D-thiogalactopyranoside inhibits SARS-CoV-2.
a(CHEBI:61448 ! "isopropyl beta-D-thiogalactopyranoside"),decreases,a(TEXT:"Nipah Virus"),Isopropyl beta-D-thiogalactopyranoside inhibits Nipah Virus.
a(CHEBI:17858 ! "glutathione disulfide"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Glutathione disulfide inhibits SARS Virus.
a(CHEBI:17858 ! "glutathione disulfide"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Glutathione disulfide inhibits SARS-CoV-2.
a(CHEBI:30746 ! "benzoic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Benzoic acid inhibits SARS Virus.
a(CHEBI:30746 ! "benzoic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Benzoic acid inhibits SARS-CoV-2.
a(CHEBI:30746 ! "benzoic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),4-\{[(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)carbonyl]amino\}benzoic acid inhibits SARS-CoV-2.
a(CHEBI:7492 ! nedocromil),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Nedocromil inhibits SARS Virus.
a(CHEBI:6432 ! levamisole),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Levamisole inhibits SARS Virus.
a(CHEBI:6432 ! levamisole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Levamisole inhibits SARS-CoV-2.
a(CHEBI:48550 ! "EC 1.1.1.21 (aldehyde reductase) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 1.1.1.21 (aldehyde reductase) inhibitor inhibits SARS Virus.
a(CHEBI:48550 ! "EC 1.1.1.21 (aldehyde reductase) inhibitor"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),EC 1.1.1.21 (aldehyde reductase) inhibitor inhibits SARS-CoV-2.
a(CHEBI:40519 ! adamantane),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Adamantane inhibits SARS Virus.
a(CHEBI:6601 ! lycorine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Lycorine inhibits SARS Virus.
a(CHEBI:6601 ! lycorine),decreases,bp(MESH:D013577 ! Syndrome),Lycorine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:6601 ! lycorine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Lycorine inhibits SARS-CoV-2.
a(CHEBI:25399 ! cresol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Cresol inhibits SARS Virus.
a(CHEBI:145999 ! cinanserin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Cinanserin inhibits SARS Virus.
a(CHEBI:145999 ! cinanserin),decreases,bp(MESH:D006505 ! Hepatitis),Cinanserin inhibits Murine hepatitis virus.
a(CHEBI:27539 ! isatin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Isatin inhibits SARS Virus.
a(CHEBI:27539 ! isatin),decreases,a(TEXT:"Zika Virus"),Isatin inhibits Zika Virus.
a(CHEBI:8984 ! "sodium dodecyl sulfate"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Sodium dodecyl sulfate inhibits SARS Virus.
a(CHEBI:31858 ! Mizoribine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Mizoribine inhibits SARS Virus.
a(CHEBI:28831 ! propan-1-ol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Propan-1-ol inhibits SARS Virus.
a(CHEBI:28670 ! neopterin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Neopterin inhibits SARS Virus.
a(CHEBI:4806 ! "(-)-epigallocatechin 3-gallate"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),(-)-epigallocatechin 3-gallate inhibits SARS Virus.
a(CHEBI:4806 ! "(-)-epigallocatechin 3-gallate"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),(-)-epigallocatechin 3-gallate inhibits SARS-CoV-2.
a(CHEBI:30778 ! "gallic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Gallic acid inhibits SARS Virus.
a(CHEBI:30778 ! "gallic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Gallic acid inhibits SARS-CoV-2.
a(CHEBI:75211 ! "tannic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Tannic acid inhibits SARS Virus.
a(CHEBI:75211 ! "tannic acid"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Tannic acid inhibits Rift Valley fever virus.
a(CHEBI:28177 ! theophylline),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Theophylline inhibits SARS Virus.
a(CHEBI:28177 ! theophylline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Theophylline inhibits SARS-CoV-2.
a(CHEBI:63056 ! "zinc cation"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Zinc cation inhibits SARS Virus.
a(CHEBI:28808 ! mannan),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Mannan inhibits SARS Virus.
a(CHEBI:28808 ! mannan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Mannan inhibits SARS-CoV-2.
a(CHEBI:17939 ! puromycin),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Puromycin inhibits Rift Valley fever virus.
a(CHEBI:17939 ! puromycin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Puromycin inhibits SARS Virus.
a(CHEBI:17939 ! puromycin),decreases,a(TEXT:"Zika Virus"),Puromycin inhibits Zika Virus.
a(CHEBI:16908 ! NADH),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),NADH inhibits SARS Virus.
a(CHEBI:16908 ! NADH),decreases,bp(MESH:C000656484 ! SARS-CoV-2),NADH inhibits SARS-CoV-2.
a(CHEBI:25357 ! mitomycin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Mitomycin inhibits SARS Virus.
a(CHEBI:4551 ! digoxin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Digoxin inhibits SARS Virus.
a(CHEBI:4551 ! digoxin),decreases,a(TEXT:"Zika Virus"),Digoxin inhibits Zika Virus.
a(CHEBI:4551 ! digoxin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Digoxin inhibits SARS-CoV-2.
a(CHEBI:4876 ! "etacrynic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Etacrynic acid inhibits SARS Virus.
a(CHEBI:65329 ! LY294002),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),LY294002 inhibits SARS Virus.
a(CHEBI:42330 ! "2,2,2-trifluoroethanol"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),2,2,2-trifluoroethanol inhibits SARS Virus.
a(CHEBI:27585 ! selenomethionine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Selenomethionine inhibits SARS Virus.
p(HGNC:1515 ! CAST),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Calpain inhibitor inhibits SARS Virus.
p(HGNC:1515 ! CAST),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Calpain inhibitor inhibits SARS-CoV-2.
a(CHEBI:28230 ! hesperetin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Hesperetin inhibits SARS Virus.
a(CHEBI:28230 ! hesperetin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hesperetin inhibits SARS-CoV-2.
a(CHEBI:17361 ! "cytidine 5'-monophosphate"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Cytidine 5'-monophosphate inhibits SARS Virus.
